index_0,sample,value
5,110,-0.2428299284184986
0,111,0.0034443210479013497
1,111,0.05046862890037718
2,111,-0.17391289463989001
3,111,0.306327716882486
4,111,0.7016942801754895
5,111,-0.08562903224945528
0,112,0.08002030821846895
1,112,0.1658340192649163
2,112,-0.25840693354875777
3,112,0.3749814090999821
4,112,0.8033151864993332
5,112,0.04487736116145541
0,113,0.05784356272890173
1,113,0.00834037945296734
2,113,-0.1085192084059361
3,113,0.29914396083365796
4,113,0.7446565687157658
5,113,-0.1391742009781345
0,114,-0.09225702015561765
1,114,0.0927013804721375
2,114,-0.2846922740363698
3,114,0.34522966593384996
4,114,0.6320884937433738
5,114,-0.051118576209132766
0,115,-0.16072193977489413
1,115,-0.06834983379502882
2,115,-0.4145693505371017
3,115,0.2082824094218013
4,115,0.645042455635685
5,115,-0.22734486959168823
0,116,5.195542222869165E-4
1,116,0.09423419001657579
2,116,-0.3440356034754298
3,116,0.24983725958927105
4,116,0.7070986923956488
5,116,-4.4524159560743737E-4
0,117,0.010655029669707938
1,117,0.062128183596486364
2,117,-0.22046203459922786
3,117,0.35688890364722187
4,117,0.8007851329744977
5,117,-0.01377492940210133
0,118,-0.001681798282780561
1,118,0.04033568783364502
2,118,-0.2777399304004817
3,118,0.25932837364796235
4,118,0.7017087444433421
5,118,-0.11673881228287353
0,119,-0.032333287613337036
1,119,0.12820540963437788
2,119,-0.2429001230249131
3,119,0.28957372241135787
4,119,0.7584061386322962
5,119,-0.063825683372492
0,120,0.0905366435952803
1,120,0.14763110178216007
2,120,-0.21960770227667492
3,120,0.21973363969233367
4,120,0.8061669828999176
5,120,-0.12977892431457494
0,121,0.07648445560433509
1,121,0.18173292804896524
2,121,-0.10507920398112139
3,121,0.49769035086391183
4,121,0.7976591478474013
5,121,0.07316082514383893
0,122,0.15758008678968777
1,122,0.2961727911493277
2,122,-0.12432578276370959
3,122,0.5590667337038302
4,122,0.8514838364290562
5,122,0.08336257304940071
0,123,0.21258400165058056
1,123,0.2518380128983029
2,123,-0.07160159386068157
3,123,0.5264474367114913
4,123,0.979348879570373
5,123,0.14152304363982054
0,124,0.2438792574450131
1,124,0.3653976088498068
2,124,0.0944821130817943
3,124,0.5379000058763652
4,124,0.9862182966023219
5,124,0.27376894501996096
0,125,0.2769957969539075
1,125,0.3639903703678283
2,125,-0.04789906259445778
3,125,0.6128931718246347
4,125,1.0064989435880114
5,125,0.1801108252904887
0,126,0.30494769842308567
1,126,0.27961420968225853
2,126,-0.028118462390079202
3,126,0.5496325544064979
4,126,0.9684461968283733
5,126,0.12764875028509826
0,127,0.2110254863576978
1,127,0.3356130631364223
2,127,0.027037655169925068
3,127,0.6073843862948713
4,127,1.022712747026245
5,127,0.180018199780698
0,128,0.24298494043148045
1,128,0.26276417568945026
2,128,-0.1591021144464218
3,128,0.6323559095529976
4,128,0.8457501136785387
5,128,0.19583040945476007
0,129,0.1521356308978938
1,129,0.3091940107224125
2,129,-0.11763038240809712
3,129,0.5608619654458114
4,129,0.9307674565118208
5,129,0.14563030528216442
0,130,0.31718940072313795
1,130,0.27787298347945
2,130,-0.07634634590411549
3,130,0.46655474057578494
4,130,0.8589335913171747
5,130,0.11382564687611074
0,131,0.08678891850699028
1,131,0.28730940492922413
2,131,-0.09496137709389921
3,131,0.4990236509844823
4,131,0.9326260166280627
5,131,0.1023128818623526
0,132,0.12542284508498336
1,132,0.29674388612105396
2,132,-0.20333313326118432
3,132,0.3673960508182903
4,132,0.8267117836428597
5,132,-0.08010304976224236
0,133,0.15118739127246605
1,133,0.19665079736145388
2,133,-0.14131168315641188
3,133,0.4369156975109686
4,133,0.8284175382123726
5,133,0.03938136954197217
0,134,0.09397057729527822
1,134,0.22887373634991823
2,134,-0.15002089364187116
3,134,0.47102658586030605
4,134,0.8165899427203596
5,134,0.017164617366460938
0,135,0.046605105103982275
1,135,0.14331283256806482
2,135,-0.21947976366506305
3,135,0.19040914087202754
4,135,0.7949337197252186
5,135,-0.058347658976561245
0,136,0.0034926842218473975
1,136,0.05150205485967549
2,136,-0.2881880487259324
3,136,0.2939170607363258
4,136,0.6911289411661083
5,136,-0.12059626350810301
0,137,-0.10532363016638208
1,137,-0.09362475386694102
2,137,-0.43754189006266186
3,137,0.17919784916844433
4,137,0.6221266735205144
5,137,-0.2721123585011419
0,138,-0.1315507476521187
1,138,-0.06208887050283263
2,138,-0.43228821756704006
3,138,0.21645881867198713
4,138,0.5654648090471069
5,138,-0.24736163130755184
0,139,-0.06653641025780004
1,139,-0.06382130793526286
2,139,-0.3840821737428035
3,139,0.2329044419890598
4,139,0.5876500768759199
5,139,-0.21048330979204138
0,140,-0.11417105076570366
1,140,0.013592209080010742
2,140,-0.3568707274405298
3,140,0.19806932352070322
4,140,0.6901069533701599
5,140,-0.17368850608120112
0,141,0.0733321475616717
1,141,0.0745513223366161
2,141,-0.3443414168969309
3,141,0.2754510773620389
4,141,0.7367745084423749
5,141,-0.051532976056017865
0,142,-0.021364319353088274
1,142,0.03284030486858858
2,142,-0.4237930440938956
3,142,0.23733979771022515
4,142,0.6434853834577944
5,142,-0.13693636491617464
0,143,-0.04111408386505211
1,143,0.019196213952724195
2,143,-0.23472442385892167
3,143,0.2937003890911116
4,143,0.6200492869695253
5,143,-0.11829462452531089
0,144,0.07065742325881003
1,144,0.05022716258790716
2,144,-0.24905301289172282
3,144,0.26412642466070824
4,144,0.712220407675435
5,144,-0.054356599685073226
0,145,0.03723479873080887
1,145,0.0765235366433468
2,145,-0.2795606054883102
3,145,0.3665489558996619
4,145,0.728521863473678
5,145,0.024741947895923433
0,146,0.08631192492603357
1,146,0.04279129770946555
2,146,-0.2091037385508896
3,146,0.38187161439681494
4,146,0.6961728977004098
5,146,-0.032626051193520855
0,147,-0.1977402750877219
1,147,0.03382064564598081
2,147,-0.3216379293176127
3,147,0.1940204885747544
4,147,0.6033743714386197
5,147,-0.17184993188812098
0,148,-0.21728682069621724
1,148,0.07238138742033484
2,148,-0.37264740428410437
3,148,0.19781491285811317
4,148,0.6606756801022635
5,148,-0.02744119069302542
0,149,-0.028831974976221253
1,149,0.06967131634696205
2,149,-0.2893291628830954
3,149,0.18153822617756954
4,149,0.5868060964128594
5,149,-0.12387055931604529
0,150,-0.027555815204450107
1,150,-0.02239851296158185
2,150,-0.29513317430463915
3,150,0.17422274684240646
4,150,0.6186230696624846
5,150,-0.19774778124848613
0,151,-0.03340023150470672
1,151,0.0679214285854239
2,151,-0.374507546322132
3,151,0.2956961567900235
4,151,0.7344189619937015
5,151,-0.09497233423659987
0,152,0.10995094597428512
1,152,0.13565972932969927
2,152,-0.18104884390382453
3,152,0.3723493475232261
4,152,0.7942846815204248
5,152,0.03522890164873349
0,153,0.08915810466885365
1,153,0.20202962776029065
2,153,-0.23712825147816574
3,153,0.3546622085264409
4,153,0.8521544701634334
5,153,-0.042713457820566125
0,154,0.21773837306995403
1,154,0.28849742881913015
2,154,-0.014812749367541678
3,154,0.4803437373761438
4,154,0.8889699736614802
5,154,0.04260090818865225
0,155,0.10755678754267664
1,155,0.2379188063559801
2,155,-0.1552827471437297
3,155,0.3807475882486283
4,155,0.8887739009973165
5,155,0.06080137274079417
0,156,0.2357176516193451
1,156,0.38973701422037044
2,156,-0.08156478303215153
3,156,0.42766948855471537
4,156,0.898443893725968
5,156,0.14510280036939793
0,157,0.23370389517741053
1,157,0.2823829806941349
2,157,0.024547004196321165
3,157,0.5818653830512017
4,157,0.9192137803815261
5,157,0.14217863819297055
0,158,0.43337132597522293
1,158,0.47879073365058905
2,158,-0.008143378191807965
3,158,0.5770067821842245
4,158,1.0765940858644296
5,158,0.2565813962542465
0,159,0.3265090241354132
1,159,0.3687276888810896
2,159,-0.0071231267728874
3,159,0.5673795512779517
4,159,1.0052539993093472
5,159,0.26594905807862057
0,160,0.3644885641347222
1,160,0.37190797402382947
2,160,0.19078293525413736
3,160,0.5546271477849227
4,160,1.0080207002283472
5,160,0.28497431431732534
0,161,0.43871600694098506
1,161,0.3731712712416414
2,161,0.06735495042688805
3,161,0.6433302662968448
4,161,1.0419001764696931
5,161,0.21514756594862172
0,162,0.3191950656619472
1,162,0.3645874870943085
2,162,0.11445947511205329
3,162,0.5559721715568235
4,162,1.0722233775580494
5,162,0.2365747554585585
0,163,0.37130058337101113
1,163,0.48522366259566785
2,163,0.038772834309521165
3,163,0.6835361768954842
4,163,1.0768694914188939
5,163,0.3239979780278132
0,164,0.37738044573941926
1,164,0.4013095369448539
2,164,0.15611859745018192
3,164,0.7242374780981409
4,164,1.103870235866276
5,164,0.321244948834114
0,165,0.37345984027712104
1,165,0.4617980739389904
2,165,0.11697041610944509
3,165,0.7038924658809637
4,165,1.1288440689655372
5,165,0.3569162625464094
0,166,0.31588508742084065
1,166,0.3835161416050557
2,166,-0.08892955551922671
3,166,0.5402413263526312
4,166,0.998440584736014
5,166,0.2722267884446461
0,167,0.21368615361387786
1,167,0.4044655722583277
2,167,0.055440666499601554
3,167,0.5277265959336014
4,167,0.9579223276303764
5,167,0.1875937866387651
0,168,0.2072613841375023
1,168,0.23646194661812758
2,168,-0.057109059332736134
3,168,0.5113593489192605
4,168,0.9572615701276082
5,168,0.05582378990006265
0,169,0.31566867068355997
1,169,0.34054654871865886
2,169,-0.028789406348033564
3,169,0.48680867089094293
4,169,0.9263499546459681
5,169,0.25576373929893514
0,170,0.3276135946219166
1,170,0.3351273819636428
2,170,-0.009696058480405112
3,170,0.5331747944712626
4,170,0.9738634347357347
5,170,0.2354409584453399
0,171,0.2227536548055609
1,171,0.31101673781984274
2,171,-0.053940631881373186
3,171,0.5754412644526002
4,171,1.0045548925704755
5,171,0.2494132844618268
0,172,0.2090494623464184
1,172,0.4189070794248154
2,172,-0.07716545603578717
3,172,0.515058567810309
4,172,0.983996345282696
